Orden;Tipo de Registro;Nemo;ISIN;Numero Emisión;Estado;Fecha Registro;Fecha de Emisión;Fecha de Vencimiento;Periodicidad;Modalidad;Días al vencimiento;Moneda;Tipo Tasa;Tipo Tasa Referencia;Spread;Tipo de Calculo;Base de calculo;Precio;Fecha Ultimo Precio;Ultimo precio;Código ISIN2;Precio Limpio;Código ISIN3;TIR;Duracion ;Duracion Modificada ;Convexidad ;Cupon Corrido ;Margen;Calificación ;CALIF;CLASE;Especie;Emisor;Entidad;Rango Plazo;indicador;indicador2;Indicador Calif
122;D;CDTBBO90;COB01CD00AV2;0;A;06/04/2016;28/08/2014;28/08/2016;T;V;144;COP;3;IPC;2,55;2;0;101,841;;0;;100,804;;8,278;0;0;0;1,037;0,2756;F1+;;;;;;;;;
123;D;CDTBBO80;COB01CD00AY6;0;A;06/04/2016;29/08/2014;29/08/2016;M;V;145;COP;3;IB1;1,2;2;0;100,069;;0;;99,924;;7,923;0;0;0;0,145;1,3892;F1+;;;;;;;;;
124;D;CDTBBO10;COB01CD00B10;0;A;06/04/2016;29/08/2014;29/08/2016;T;V;145;COP;3;DTF;1,05;2;0;100,539;;0;;99,782;;8,187;0;0;0;0,757;1,6027;F1+;;;;;;;;;
125;D;CDTBBO90;COB01CD00B51;0;A;06/04/2016;29/08/2014;29/08/2016;T;V;145;COP;3;IPC;2,55;2;0;101,817;;0;;100,808;;8,282;0;0;0;1,01;0,2801;F1+;;;;;;;;;
126;D;CDTBBO80;COB01CD00B93;0;A;06/04/2016;01/09/2014;01/09/2016;M;V;148;COP;3;IB1;1,25;2;0;100,025;;0;;99,921;;7,928;0;0;0;0,104;1,3944;F1+;;;;;;;;;
127;D;CDTBBO80;COB01CD00BQ0;0;A;06/04/2016;03/09/2014;03/09/2016;M;V;150;COP;3;IB1;1,2;2;0;99,962;;0;;99,9;;7,93;0;0;0;0,062;1,3962;F1+;;;;;;;;;
128;D;CDTBBO10;COB01CD00BR8;0;A;06/04/2016;03/09/2014;03/09/2016;T;V;150;COP;3;DTF;1,05;2;0;100,428;;0;;99,753;;8,194;0;0;0;0,675;1,6093;F1+;;;;;;;;;
129;D;CDTBBO90;COB01CD00C35;0;A;06/04/2016;04/09/2014;04/09/2017;T;V;516;COP;3;IPC;2,8;2;0;101,695;;0;;100,8;;10,25;0;0;0;0,895;2,1019;AAA;;;;;;;;;
130;D;CDTBBO80;COB01CD00C50;0;A;06/04/2016;04/09/2014;04/09/2016;M;V;151;COP;3;IB1;1,2;2;0;99,941;;0;;99,9;;7,931;0;0;0;0,041;1,3971;F1+;;;;;;;;;
131;D;CDTBBO80;COB01CD00CN5;0;A;06/04/2016;05/09/2014;05/09/2016;M;V;152;COP;3;IB1;1,2;2;0;99,921;;0;;99,9;;7,932;0;0;0;0,021;1,3982;F1+;;;;;;;;;
132;D;CDTBBO10;COB01CD00D83;0;A;06/04/2016;08/09/2014;08/09/2016;T;V;155;COP;3;DTF;1,05;2;0;100,281;;0;;99,72;;8,201;0;0;0;0,561;1,6164;F1+;;;;;;;;;
133;D;CDTBBO80;COB01CD00D91;0;A;06/04/2016;08/09/2014;08/09/2016;M;V;155;COP;3;IB1;1,2;2;0;100,463;;0;;99,898;;7,936;0;0;0;0,565;1,4013;F1+;;;;;;;;;
134;D;CDTBBO10;COB01CD00DB8;0;A;06/04/2016;09/09/2014;09/09/2016;T;V;156;COP;3;DTF;1,05;2;0;100,259;;0;;99,718;;8,202;0;0;0;0,541;1,6172;F1+;;;;;;;;;
135;D;CDTBBO10;COB01CD00DN3;0;A;06/04/2016;10/09/2014;10/09/2016;T;V;157;COP;3;DTF;1,05;2;0;100,237;;0;;99,716;;8,203;0;0;0;0,521;1,618;F1+;;;;;;;;;
136;D;CDTBBO90;COB01CD00DO1;0;A;06/04/2016;10/09/2014;10/09/2016;T;V;157;COP;3;IPC;2,55;2;0;101,571;;0;;100,852;;8,315;0;0;0;0,719;0,3101;F1+;;;;;;;;;
137;D;CDTBBO80;COB01CD00DQ6;0;A;06/04/2016;10/09/2014;10/09/2016;M;V;157;COP;3;IB1;1,2;2;0;100,424;;0;;99,895;;7,939;0;0;0;0,528;1,4041;F1+;;;;;;;;;
138;D;CDTBBO80;COB01CD00EV4;0;A;06/04/2016;18/09/2014;18/09/2016;M;V;165;COP;3;IB1;1,15;2;0;100,232;;0;;99,866;;7,95;0;0;0;0,366;1,4151;F1+;;;;;;;;;
139;D;CDTBBO90;COB01CD00F65;0;A;06/04/2016;19/09/2014;19/09/2016;T;V;166;COP;3;IPC;2,55;2;0;101,361;;0;;100,891;;8,339;0;0;0;0,47;0,3325;F1+;;;;;;;;;
140;D;CDTBBO80;COB01CD00GV9;0;A;06/04/2016;29/09/2014;29/09/2016;M;V;176;COP;3;IB1;1,15;2;0;99,999;;0;;99,856;;7,965;0;0;0;0,144;1,429;F1+;;;;;;;;;
141;D;CDTBBO10;COB01CD00HN4;0;A;06/04/2016;02/10/2014;02/10/2016;T;V;179;COP;3;DTF;1,05;2;0;99,771;;0;;99,69;;8,233;0;0;0;0,081;1,6468;F1+;;;;;;;;;
142;D;CDTBBO90;COB01CD00HP9;0;A;06/04/2016;02/10/2014;02/10/2016;T;V;179;COP;3;IPC;2,55;2;0;101,056;;0;;100,945;;8,375;0;0;0;0,111;0,3658;F1+;;;;;;;;;
143;D;CDTBBO90;COB01CD00I62;0;A;06/04/2016;06/10/2014;06/10/2017;T;V;548;COP;3;IPC;2,75;2;0;100,798;;0;;100,798;;10,315;0;0;0;0;2,1621;AAA;;;;;;;;;
144;D;CDTBBO90;COB01CD00IQ5;0;A;06/04/2016;08/10/2014;08/10/2017;T;V;550;COP;3;IPC;2,75;2;0;102,683;;0;;100,393;;10,627;0;0;0;2,291;2,4517;AAA;;;;;;;;;
145;D;CDTBBO10;COB01CD00IS1;0;A;06/04/2016;08/10/2014;08/10/2016;T;V;185;COP;3;DTF;1,05;2;0;101,062;;0;;99,548;;8,564;0;0;0;1,514;1,9575;F1+;;;;;;;;;
146;D;CDTBBO10;COB01CD00IT9;0;A;06/04/2016;08/10/2014;08/04/2016;T;V;2;COP;3;DTF;0,9;2;0;101,472;;0;;99,996;;7,064;0;0;0;1,476;0,5489;F1+;;;;;;;;;
147;D;CDTBBO90;COB01CD00IU7;0;A;06/04/2016;08/10/2014;08/04/2016;T;V;2;COP;3;IPC;2,3;2;0;102,19;;0;;100,009;;7,533;0;0;0;2,181;-0,4144;F1+;;;;;;;;;
148;D;CDTBBO90;COB01CD00J20;0;A;06/04/2016;09/10/2014;09/04/2016;T;V;3;COP;3;IPC;2,3;2;0;102,169;;0;;100,013;;7,618;0;0;0;2,156;-0,335;F1+;;;;;;;;;
149;D;CDTBBO10;COB01CD00J46;0;A;06/04/2016;09/10/2014;09/04/2016;T;V;3;COP;3;DTF;0,9;2;0;101,453;;0;;99,994;;7,068;0;0;0;1,46;0,5519;F1+;;;;;;;;;
150;D;CDTBBO90;COB01CD00JD1;0;A;06/04/2016;10/10/2014;10/04/2016;T;V;4;COP;3;IPC;2,3;2;0;102,149;;0;;100,017;;7,565;0;0;0;2,132;-0,3839;F1+;;;;;;;;;
151;D;CDTBBO80;COB01CD00JK6;0;A;06/04/2016;14/10/2014;14/04/2016;M;V;8;COP;3;IB1;1,05;2;0;100,448;;0;;100,01;;7,037;0;0;0;0,438;0,5572;F1+;;;;;;;;;
152;D;CDTBBO90;COB01CD00JL4;0;A;06/04/2016;14/10/2014;14/10/2016;T;V;191;COP;3;IPC;2,55;2;0;103,039;;0;;100,95;;8,645;0;0;0;2,089;0,6161;F1+;;;;;;;;;
153;D;CDTBBO10;COB01CD00JO8;0;A;06/04/2016;14/10/2014;14/10/2016;T;V;191;COP;3;DTF;1,05;2;0;100,956;;0;;99,514;;8,571;0;0;0;1,442;1,9635;F1+;;;;;;;;;
154;D;CDTBBO80;COB01CD00JR1;0;A;06/04/2016;14/10/2014;14/10/2016;M;V;191;COP;3;IB1;1,15;2;0;100,271;;0;;99,826;;8,009;0;0;0;0,445;1,4699;F1+;;;;;;;;;
155;D;CDTBBO80;COB01CD00K18;0;A;06/04/2016;20/10/2014;20/04/2016;M;V;14;COP;3;IB1;1,05;2;0;100,341;;0;;100,019;;7,021;0;0;0;0,321;0,5423;F1+;;;;;;;;;
156;D;CDTBBO90;COB01CD00K50;0;A;06/04/2016;16/01/2015;16/07/2016;T;V;101;COP;3;IPC;2,2;2;0;102,495;;0;;100,534;;8,157;0;0;0;1,961;0,1639;F1+;;;;;;;;;
157;D;CDTBBO10;COB01CD00KC1;0;A;06/04/2016;17/10/2014;17/04/2016;T;V;11;COP;3;DTF;0,9;2;0;101,335;;0;;99,98;;7,057;0;0;0;1,355;0,5417;F1+;;;;;;;;;
158;D;CDTBBO80;COB01CD00KD9;0;A;06/04/2016;17/10/2014;17/04/2016;M;V;11;COP;3;IB1;1,05;2;0;100,396;;0;;100,015;;7,026;0;0;0;0,381;0,5471;F1+;;;;;;;;;
159;D;CDTBBO90;COB01CD00KF4;0;A;06/04/2016;17/10/2014;17/10/2016;T;V;194;COP;3;IPC;2,55;2;0;102,965;;0;;100,953;;8,653;0;0;0;2,013;0,6233;F1+;;;;;;;;;
160;D;CDTBBO80;COB01CD00KI8;0;A;06/04/2016;20/10/2014;20/04/2016;M;V;14;COP;3;IB1;1,05;2;0;100,341;;0;;100,019;;7,021;0;0;0;0,321;0,5423;F1+;;;;;;;;;
161;D;CDTBBO10;COB01CD00KJ6;0;A;06/04/2016;20/10/2014;20/04/2016;T;V;14;COP;3;DTF;0,9;2;0;101,27;;0;;99,973;;7,071;0;0;0;1,297;0,5549;F1+;;;;;;;;;
162;D;CDTBBO90;COB01CD00KL2;0;A;06/04/2016;20/10/2014;20/04/2016;T;V;14;COP;3;IPC;2,3;2;0;101,943;;0;;100,059;;7,623;0;0;0;1,884;-0,3303;F1+;;;;;;;;;
163;D;CDTBBO90;COB01CD00KO6;0;A;06/04/2016;20/10/2014;20/10/2016;T;V;197;COP;3;IPC;2,55;2;0;102,891;;0;;100,955;;8,661;0;0;0;1,936;0,6304;F1+;;;;;;;;;
164;D;CDTBBO10;COB01CD00LI6;0;A;06/04/2016;27/10/2014;27/10/2016;T;V;204;COP;3;DTF;1,05;2;0;100,827;;0;;99,479;;8,588;0;0;0;1,348;1,9795;F1+;;;;;;;;;
165;D;CDTBBO90;COB01CD00LJ4;0;A;06/04/2016;27/10/2014;27/04/2016;T;V;21;COP;3;IPC;2,3;2;0;101,798;;0;;100,088;;7,65;0;0;0;1,71;-0,3053;F1+;;;;;;;;;
166;D;CDTBBO80;COB01CD00LK2;0;A;06/04/2016;27/10/2014;27/04/2016;M;V;21;COP;3;IB1;1,05;2;0;100,213;;0;;100,031;;7,041;0;0;0;0,182;0,561;F1+;;;;;;;;;
167;D;CDTBBO10;COB01CD00LM8;0;A;06/04/2016;27/10/2014;27/04/2016;T;V;21;COP;3;DTF;0,9;2;0;101,32;;0;;100,002;;7,071;0;0;0;1,318;0,5549;F1+;;;;;;;;;
168;D;CDTBBO90;COB01CD00LN6;0;A;06/04/2016;27/10/2014;27/10/2016;T;V;204;COP;3;IPC;2,55;2;0;102,718;;0;;100,96;;8,679;0;0;0;1,758;0,6471;F1+;;;;;;;;;
169;D;CDTBBO90;COB01CD00MA1;0;A;06/04/2016;29/10/2014;29/10/2016;T;V;206;COP;3;IPC;2,55;2;0;102,669;;0;;100,961;;8,683;0;0;0;1,707;0,651;F1+;;;;;;;;;
170;D;CDTBBO80;COB01CD00MB9;0;A;06/04/2016;29/10/2014;29/10/2016;M;V;206;COP;3;IB1;1,15;2;0;99,952;;0;;99,809;;8,03;0;0;0;0,144;1,49;F1+;;;;;;;;;
171;D;CDTBBO90;COB01CD00MC7;0;A;06/04/2016;29/10/2014;29/10/2017;T;V;571;COP;3;IPC;2,75;2;0;102,034;;0;;100,29;;10,668;0;0;0;1,744;2,4894;AAA;;;;;;;;;
172;D;CDTBBO90;COB01CD00ND3;0;A;06/04/2016;06/11/2014;06/11/2016;T;V;214;COP;3;IPC;2,55;2;0;102,471;;0;;100,942;;8,704;0;0;0;1,529;0,6705;F1+;;;;;;;;;
173;D;CDTBBO10;COB01CD00NE1;0;A;06/04/2016;06/11/2014;06/05/2016;T;V;30;COP;3;DTF;0,9;2;0;101,097;;0;;99,985;;7,084;0;0;0;1,112;0,5675;F1+;;;;;;;;;
174;D;CDTBBO90;COB01CD00NF8;0;A;06/04/2016;06/11/2014;06/05/2016;T;V;30;COP;3;IPC;2,3;2;0;101,611;;0;;100,124;;7,678;0;0;0;1,487;-0,2799;F1+;;;;;;;;;
175;D;CDTBBO80;COB01CD00NG6;0;A;06/04/2016;06/11/2014;06/05/2016;M;V;30;COP;3;IB1;1,05;2;0;100,047;;0;;100,047;;7,056;0;0;0;0;0,5751;F1+;;;;;;;;;
176;D;CDTBBO80;COB01CD00NW3;0;A;06/04/2016;10/11/2014;10/05/2016;M;V;34;COP;3;IB1;1;2;0;100,518;;0;;100,004;;7,547;0;0;0;0,514;1,0361;F1+;;;;;;;;;
177;D;CDTBBO90;COB01CD00NY9;0;A;06/04/2016;10/11/2014;10/11/2016;T;V;218;COP;3;IPC;2,55;2;0;102,533;;0;;101,005;;8,714;0;0;0;1,528;0,68;F1+;;;;;;;;;
178;D;CDTBBO90;COB01CD00OC3;0;A;06/04/2016;12/11/2014;12/11/2017;T;V;585;COP;3;IPC;2,75;2;0;101,764;;0;;100,261;;10,695;0;0;0;1,503;2,5142;AAA;;;;;;;;;
179;D;CDTBBO80;COB01CD00OD1;0;A;06/04/2016;12/11/2014;12/05/2016;M;V;36;COP;3;IB1;1;2;0;100,478;;0;;100,004;;7,544;0;0;0;0,474;1,0337;F1+;;;;;;;;;
180;D;CDTBBO90;COB01CD00OL4;0;A;06/04/2016;13/11/2014;13/11/2017;T;V;586;COP;3;IPC;2,75;2;0;101,733;;0;;100,258;;10,697;0;0;0;1,475;2,516;AAA;;;;;;;;;
181;D;CDTBBO10;COB01CD00OT7;0;A;06/04/2016;14/11/2014;14/05/2016;T;V;38;COP;3;DTF;0,9;2;0;100,924;;0;;99,953;;7,434;0;0;0;0,971;0,8961;F1+;;;;;;;;;
182;D;CDTBBO90;COB01CD00P06;0;A;06/04/2016;18/11/2014;18/11/2016;T;V;226;COP;3;IPC;2,55;2;0;102,333;;0;;101,024;;8,736;0;0;0;1,31;0,7003;F1+;;;;;;;;;
183;D;CDTBBO10;COB01CD00P22;0;A;06/04/2016;18/11/2014;18/05/2016;T;V;42;COP;3;DTF;0,9;2;0;100,906;;0;;99,977;;7,437;0;0;0;0,929;0,8985;F1+;;;;;;;;;
184;D;CDTBBO90;COB01CD00P48;0;A;06/04/2016;18/11/2014;18/11/2017;T;V;591;COP;3;IPC;2,75;2;0;101,578;;0;;100,242;;10,707;0;0;0;1,336;2,5251;AAA;;;;;;;;;
185;D;CDTBBO80;COB01CD00P55;0;A;06/04/2016;18/11/2014;18/05/2016;M;V;42;COP;3;IB1;1;2;0;100,362;;0;;100,003;;7,558;0;0;0;0,359;1,047;F1+;;;;;;;;;
186;D;CDTBBO90;COB01CD00Q13;0;A;06/04/2016;21/11/2014;21/05/2016;T;V;45;COP;3;IPC;2,25;2;0;101,407;;0;;100,217;;8,058;0;0;0;1,19;0,0723;F1+;;;;;;;;;
187;D;CDTBBO90;COB01CD00Q15;0;A;06/04/2016;24/11/2014;24/05/2016;T;V;48;COP;3;IPC;2,25;2;0;101,342;;0;;100,231;;8,061;0;0;0;1,111;0,0755;F1+;;;;;;;;;
188;D;CDTBBO10;COB01CD00Q21;0;A;06/04/2016;21/11/2014;21/05/2016;T;V;45;COP;3;DTF;0,9;2;0;100,846;;0;;99,975;;7,441;0;0;0;0,871;0,9028;F1+;;;;;;;;;
189;D;CDTBBO80;COB01CD00Q39;0;A;06/04/2016;21/11/2014;21/05/2016;M;V;45;COP;3;IB1;1;2;0;100,302;;0;;100,003;;7,558;0;0;0;0,299;1,0463;F1+;;;;;;;;;
190;D;CDTBBO90;COB01CD00QA2;0;A;06/04/2016;24/11/2014;24/11/2017;T;V;597;COP;3;IPC;2,55;2;0;101,072;;0;;99,926;;10,718;0;0;0;1,146;2,536;AAA;;;;;;;;;
191;D;CDTBBO80;COB01CD00QC8;0;A;06/04/2016;24/11/2014;24/05/2016;M;V;48;COP;3;IB1;1;2;0;100,245;;0;;100,004;;7,562;0;0;0;0,241;1,0503;F1+;;;;;;;;;
192;D;CDTBBO10;COB01CD00QG9;0;A;06/04/2016;24/11/2014;24/05/2016;T;V;48;COP;3;DTF;0,9;2;0;100,83;;0;;99,996;;7,442;0;0;0;0,834;0,9038;F1+;;;;;;;;;
193;D;CDTBBO90;COB01CD00QI5;0;A;06/04/2016;24/11/2014;24/05/2016;T;V;48;COP;3;IPC;2,25;2;0;101,342;;0;;100,231;;8,061;0;0;0;1,111;0,0755;F1+;;;;;;;;;
194;D;CDTBBO90;COB01CD00R12;0;A;06/04/2016;26/11/2014;26/11/2016;T;V;234;COP;3;IPC;2,4;2;0;102,024;;0;;100,95;;8,757;0;0;0;1,075;0,7198;F1+;;;;;;;;;
195;D;CDTBBO90;COB01CD00R87;0;A;06/04/2016;27/11/2014;27/11/2016;T;V;235;COP;3;IPC;2,4;2;0;101,999;;0;;100,952;;8,76;0;0;0;1,048;0,7223;F1+;;;;;;;;;
196;D;CDTBBO80;COB01CD00RA0;0;A;06/04/2016;27/11/2014;27/05/2016;M;V;51;COP;3;IB1;1;2;0;100,184;;0;;100,004;;7,569;0;0;0;0,181;1,0572;F1+;;;;;;;;;
197;D;CDTBBO80;COB01CD00RL7;0;A;06/04/2016;28/11/2014;28/05/2016;M;V;52;COP;3;IB1;1;2;0;100,164;;0;;100,004;;7,573;0;0;0;0,161;1,0606;F1+;;;;;;;;;
198;D;CDTBBO90;COB01CD00ST8;0;A;06/04/2016;05/12/2014;05/12/2016;T;V;243;COP;3;IPC;2,4;2;0;101,798;;0;;100,965;;8,78;0;0;0;0,833;0,7411;F1+;;;;;;;;;
199;D;CDTBBO10;COB01CD00TX8;0;A;06/04/2016;15/12/2014;15/06/2016;T;V;70;COP;3;DTF;0,9;2;0;100,295;;0;;99,889;;7,743;0;0;0;0,406;1,1859;F1+;;;;;;;;;
200;D;CDTBBO90;COB01CD00TY6;0;A;06/04/2016;15/12/2014;15/12/2016;T;V;253;COP;3;IPC;2,4;2;0;101,581;;0;;101,009;;8,805;0;0;0;0,572;0,7637;F1+;;;;;;;;;
201;D;CDTBBO90;COB01CD00Y96;0;A;06/04/2016;09/01/2015;09/07/2016;T;V;94;COP;3;IPC;2,15;2;0;102,629;;0;;100,509;;8,138;0;0;0;2,12;0,1464;F1+;;;;;;;;;
202;D;CDTBBO90;COB01CD00YG3;0;A;06/04/2016;09/01/2015;09/01/2017;T;V;278;COP;3;IPC;2,3;2;0;102,625;;0;;100,469;;9,709;0;0;0;2,156;1,6009;F1+;;;;;;;;;
203;D;CDTBBO90;COB01CD00Z38;0;A;06/04/2016;14/01/2015;14/01/2017;T;V;283;COP;3;IPC;2,3;2;0;102,486;;0;;100,454;;9,721;0;0;0;2,032;1,6127;F1+;;;;;;;;;
204;D;CDTBBO90;COB01CD00Z87;0;A;06/04/2016;15/01/2015;15/01/2017;T;V;284;COP;3;IPC;2,3;2;0;102,458;;0;;100,451;;9,724;0;0;0;2,008;1,6154;F1+;;;;;;;;;
205;D;CDTBBO90;COB01CD00ZA3;0;A;06/04/2016;16/01/2015;16/07/2016;T;V;101;COP;3;IPC;2,2;2;0;102,495;;0;;100,534;;8,157;0;0;0;1,961;0,1639;F1+;;;;;;;;;
206;D;CDTBBO80;COB01CD00ZC9;0;A;06/04/2016;16/01/2015;16/01/2017;M;V;285;COP;3;IB1;1,25;2;0;99,885;;0;;99,474;;8,489;0;0;0;0,411;1,9214;F1+;;;;;;;;;
207;D;CDTBBO90;COB01CD00ZE5;0;A;06/04/2016;16/01/2015;16/01/2017;T;V;285;COP;3;IPC;2,25;2;0;102,382;;0;;100,411;;9,727;0;0;0;1,972;1,6176;F1+;;;;;;;;;
208;D;CDTBBO90;COB01CD00ZW7;0;A;06/04/2016;19/01/2015;19/01/2017;T;V;288;COP;3;IPC;2,25;2;0;102,299;;0;;100,401;;9,734;0;0;0;1,898;1,6241;F1+;;;;;;;;;
209;D;CDTBBO10;COB01CD00ZY3;0;A;06/04/2016;19/01/2015;19/01/2017;T;V;288;COP;3;DTF;1,05;2;0;100,688;;0;;99,341;;8,459;0;0;0;1,347;1,859;F1+;;;;;;;;;
210;D;CDTBBO90;COB01CD01004;0;A;06/04/2016;21/01/2015;21/01/2017;T;V;290;COP;3;IPC;2,25;2;0;102,244;;0;;100,395;;9,738;0;0;0;1,848;1,6279;F1+;;;;;;;;;
211;D;CDTBBO90;COB01CD010A3;0;A;06/04/2016;20/01/2015;20/07/2016;T;V;105;COP;3;IPC;2,2;2;0;102,404;;0;;100,541;;8,168;0;0;0;1,863;0,1742;F1+;;;;;;;;;
212;D;CDTBBO90;COB01CD010B1;0;A;06/04/2016;20/01/2015;20/01/2017;T;V;289;COP;3;IPC;2,35;2;0;102,368;;0;;100,474;;9,736;0;0;0;1,894;1,6259;F1+;;;;;;;;;
213;D;CDTBBO90;COB01CD010I6;0;A;06/04/2016;20/01/2015;20/01/2017;T;V;289;COP;3;IPC;2,25;2;0;102,271;;0;;100,398;;9,736;0;0;0;1,873;1,6267;F1+;;;;;;;;;
214;D;CDTBBO90;COB01CD010O4;0;A;06/04/2016;21/01/2015;21/01/2017;T;V;290;COP;3;IPC;2,25;2;0;102,244;;0;;100,395;;9,738;0;0;0;1,848;1,6279;F1+;;;;;;;;;
215;D;CDTBBO90;COB01CD011I4;0;A;06/04/2016;23/01/2015;23/07/2016;T;V;108;COP;3;IPC;2,1;2;0;102,286;;0;;100,517;;8,177;0;0;0;1,769;0,1827;F1+;;;;;;;;;
216;D;CDTBBO80;COB01CD011N4;0;A;06/04/2016;23/01/2015;23/01/2017;M;V;292;COP;3;IB1;1,15;2;0;99,648;;0;;99,382;;8,498;0;0;0;0,266;1,9295;F1+;;;;;;;;;
217;D;CDTBBO90;COB01CD011P9;0;A;06/04/2016;26/01/2015;26/07/2016;T;V;111;COP;3;IPC;2,15;2;0;102,242;;0;;100,536;;8,187;0;0;0;1,706;0,1913;F1+;;;;;;;;;
218;D;CDTBBO90;COB01CD011Q7;0;A;06/04/2016;26/01/2015;26/07/2016;T;V;111;COP;3;IPC;2,1;2;0;102,217;;0;;100,521;;8,188;0;0;0;1,696;0,1923;F1+;;;;;;;;;
219;D;CDTBBO90;COB01CD012G6;0;A;06/04/2016;26/01/2015;26/01/2017;T;V;295;COP;3;IPC;2,2;2;0;102,057;;0;;100,341;;9,75;0;0;0;1,716;1,6392;F1+;;;;;;;;;
220;D;CDTBBO90;COB01CD012I2;0;A;06/04/2016;27/01/2015;27/07/2016;T;V;112;COP;3;IPC;2,15;2;0;102,219;;0;;100,538;;8,19;0;0;0;1,681;0,1945;F1+;;;;;;;;;
221;D;CDTBBO10;COB01CD012N2;0;A;06/04/2016;27/01/2015;27/01/2017;T;V;296;COP;3;DTF;1,05;2;0;100,685;;0;;99,337;;8,468;0;0;0;1,348;1,8674;F1+;;;;;;;;;
222;D;CDTBBO80;COB01CD012P7;0;A;06/04/2016;27/01/2015;27/07/2016;T;V;112;COP;3;IB1;2,1;2;0;101,738;;0;;100,212;;7,879;0;0;0;1,526;1,3483;F1+;;;;;;;;;
223;D;CDTBBO90V;COB01CD012S1;0;A;06/04/2016;28/01/2015;28/07/2016;T;V;113;COP;3;IPC;2,1;2;0;102,459;;0;;100,593;;8,191;0;0;0;1,865;0,195;F1+;;;;;;;;;
224;D;CDTBBO90;COB01CD012V5;0;A;06/04/2016;28/01/2015;28/07/2016;T;V;113;COP;3;IPC;2,1;2;0;102,172;;0;;100,524;;8,191;0;0;0;1,648;0,1953;F1+;;;;;;;;;
225;D;CDTBBO80;COB01CD012X1;0;A;06/04/2016;28/01/2015;28/07/2016;M;V;113;COP;3;IB1;1,05;2;0;100,08;;0;;99,918;;7,879;0;0;0;0,162;1,3478;F1+;;;;;;;;;
226;D;CDTBBO80;COB01CD013B5;0;A;06/04/2016;28/01/2015;28/01/2017;M;V;297;COP;3;IB1;1,15;2;0;99,533;;0;;99,369;;8,504;0;0;0;0,164;1,935;F1+;;;;;;;;;
227;D;CDTBBO10;COB01CD013C3;0;A;06/04/2016;28/01/2015;28/01/2017;T;V;297;COP;3;DTF;1,05;2;0;100,661;;0;;99,333;;8,471;0;0;0;1,328;1,8695;F1+;;;;;;;;;
228;D;CDTBBO90;COB01CD013D1;0;A;06/04/2016;28/01/2015;28/01/2017;T;V;297;COP;3;IPC;2,2;2;0;102,001;;0;;100,334;;9,756;0;0;0;1,667;1,6443;F1+;;;;;;;;;
229;D;CDTBBO90;COB01CD013F6;0;A;06/04/2016;29/01/2015;29/07/2016;T;V;114;COP;3;IPC;2,1;2;0;102,149;;0;;100,525;;8,194;0;0;0;1,623;0,1984;F1+;;;;;;;;;
230;D;CDTBBO90;COB01CD013R1;0;A;06/04/2016;29/01/2015;29/01/2017;T;V;298;COP;3;IPC;2,2;2;0;101,973;;0;;100,331;;9,758;0;0;0;1,642;1,6469;F1+;;;;;;;;;
231;D;CDTBBO80;COB01CD013S9;0;A;06/04/2016;29/01/2015;29/01/2017;M;V;298;COP;3;IB1;1,15;2;0;99,51;;0;;99,367;;8,505;0;0;0;0,144;1,9363;F1+;;;;;;;;;
232;D;CDTBBO80;COB01CD013T7;0;A;06/04/2016;29/01/2015;29/07/2016;M;V;114;COP;3;IB1;1,05;2;0;100,059;;0;;99,917;;7,88;0;0;0;0,142;1,3493;F1+;;;;;;;;;
233;D;CDTBBO10;COB01CD013U5;0;A;06/04/2016;29/01/2015;29/01/2017;T;V;298;COP;3;DTF;1,05;2;0;100,638;;0;;99,329;;8,471;0;0;0;1,309;1,8702;F1+;;;;;;;;;
234;D;CDTBBO90;COB01CD013X9;0;A;06/04/2016;30/01/2015;30/01/2017;T;V;299;COP;3;IPC;2,2;2;0;101,945;;0;;100,328;;9,761;0;0;0;1,617;1,6494;F1+;;;;;;;;;
235;D;CDTBBO80;COB01CD014I8;0;A;06/04/2016;27/02/2015;27/02/2018;P;V;692;COP;3;IB1;1,65;2;0;101,687;;0;;94,438;;8,945;0;0;0;7,249;2,35;AAA;;;;;;;;;
236;D;CDTBBO90;COB01CD01554;0;A;06/04/2016;05/02/2015;05/02/2017;T;V;305;COP;3;IPC;2,2;2;0;101,779;;0;;100,284;;9,775;0;0;0;1,495;1,6626;F1+;;;;;;;;;
237;D;CDTBBO90;COB01CD015C8;0;A;06/04/2016;03/02/2015;03/08/2016;T;V;119;COP;3;IPC;2,1;2;0;102,035;;0;;100,508;;8,209;0;0;0;1,526;0,2116;F1+;;;;;;;;;
238;D;CDTBBO90;COB01CD015D6;0;A;06/04/2016;03/02/2015;03/02/2017;T;V;303;COP;3;IPC;2,2;2;0;101,835;;0;;100,291;;9,77;0;0;0;1,544;1,6576;F1+;;;;;;;;;
239;D;CDTBBO10;COB01CD015E4;0;A;06/04/2016;03/02/2015;03/02/2017;T;V;303;COP;3;DTF;1,05;2;0;100,471;;0;;99,276;;8,477;0;0;0;1,194;1,8751;F1+;;;;;;;;;
240;D;CDTBBO90;COB01CD015I5;0;A;06/04/2016;04/02/2015;04/08/2016;T;V;120;COP;3;IPC;2,1;2;0;102,012;;0;;100,51;;8,212;0;0;0;1,502;0,2145;F1+;;;;;;;;;
